Date Time,Open,High,Low,Close,Volume
2012-01-04,2212.0,2217.52,2168.64,2169.39,49245537.0
2012-01-05,2160.9,2183.4,2145.56,2148.45,58743447.0
2012-01-06,2148.15,2164.32,2132.63,2163.4,50583054.0
2012-01-09,2164.74,2226.22,2148.45,2225.89,76759839.0
2012-01-10,2221.83,2288.63,2218.27,2285.74,109585415.0
2012-01-11,2282.91,2290.64,2265.19,2276.05,84441781.0
2012-01-12,2268.74,2295.22,2265.26,2275.01,71569994.0
2012-01-13,2277.08,2281.53,2225.74,2244.58,71474322.0
2012-01-16,2230.43,2241.26,2206.04,2206.19,45859522.0
2012-01-17,2206.53,2298.38,2196.12,2298.38,87803560.0
2012-01-18,2298.83,2311.58,2257.9,2266.38,89940422.0
2012-01-19,2266.08,2305.71,2259.34,2296.07,72498861.0
2012-01-20,2300.5,2322.89,2293.89,2319.12,69922753.0
2012-01-30,2324.49,2324.49,2284.29,2285.04,58413687.0
2012-01-31,2285.95,2296.38,2277.06,2292.61,48738325.0
2012-02-01,2288.07,2305.86,2263.34,2268.08,53553811.0
2012-02-02,2273.85,2312.56,2268.69,2312.56,63471872.0
2012-02-03,2306.66,2336.27,2300.98,2330.41,78943697.0
2012-02-06,2334.25,2341.57,2317.42,2331.14,75734477.0
2012-02-07,2319.42,2319.71,2278.82,2291.9,67326906.0
2012-02-08,2291.81,2350.97,2286.82,2347.53,87114528.0
2012-02-09,2344.22,2363.61,2333.94,2349.59,98032325.0
2012-02-10,2342.01,2368.98,2339.89,2351.98,96501619.0
2012-02-13,2332.05,2365.34,2325.03,2351.85,86263585.0
2012-02-14,2348.88,2352.47,2332.25,2344.77,73130413.0
2012-02-15,2340.46,2374.28,2335.1,2366.7,98861021.0
2012-02-16,2363.9,2373.8,2342.07,2356.86,95051169.0
2012-02-17,2366.63,2372.51,2344.76,2357.18,71924839.0
2012-02-20,2383.69,2388.01,2362.01,2363.6,88911586.0
2012-02-21,2365.49,2382.15,2345.05,2381.43,79348669.0
2012-02-22,2380.5,2404.44,2374.03,2403.59,118684269.0
2012-02-23,2401.74,2416.8,2396.71,2409.55,112553593.0
2012-02-24,2410.88,2439.98,2405.27,2439.63,134903249.0
2012-02-27,2447.41,2478.38,2444.63,2447.06,158073244.0
2012-02-28,2440.91,2458.65,2431.83,2451.86,118361993.0
2012-02-29,2446.23,2453.07,2426.33,2428.49,95536952.0
2012-03-01,2418.79,2437.87,2418.33,2426.11,75083289.0
2012-03-02,2430.1,2461.12,2430.1,2460.69,103228378.0
2012-03-05,2464.85,2469.84,2442.11,2445.0,112693326.0
2012-03-06,2439.78,2442.0,2406.06,2410.45,103709012.0
2012-03-07,2391.2,2413.7,2388.52,2394.79,94790636.0
2012-03-08,2401.1,2426.7,2401.1,2420.28,96782134.0
2012-03-09,2425.89,2440.51,2414.97,2439.46,100624055.0
2012-03-12,2438.55,2440.86,2420.84,2434.86,106223059.0
2012-03-13,2432.84,2457.22,2428.61,2455.79,104649712.0
2012-03-14,2464.92,2476.22,2382.84,2391.23,179786029.0
2012-03-15,2388.06,2403.74,2366.02,2373.77,120025499.0
2012-03-16,2377.76,2406.15,2368.31,2404.74,103675622.0
2012-03-19,2401.22,2412.34,2383.67,2410.18,102153490.0
2012-03-20,2407.54,2407.54,2376.03,2376.84,97903935.0
2012-03-21,2384.71,2396.72,2361.22,2378.2,95686538.0
2012-03-22,2376.99,2386.1,2364.13,2375.77,79348880.0
2012-03-23,2369.08,2371.26,2342.12,2349.54,76862139.0
2012-03-26,2349.09,2358.0,2339.14,2350.6,55427733.0
2012-03-27,2358.54,2363.77,2344.3,2347.18,60881116.0
2012-03-28,2341.0,2341.42,2281.43,2284.88,83645283.0
2012-03-29,2276.74,2280.96,2242.34,2252.16,74248084.0
2012-03-30,2256.04,2266.21,2246.25,2262.79,62024147.0
2012-04-05,2258.03,2303.82,2251.39,2302.24,80101456.0
2012-04-06,2299.05,2309.64,2291.56,2306.55,72136521.0
2012-04-09,2300.05,2304.65,2284.44,2285.78,59760639.0
2012-04-10,2281.02,2306.39,2258.85,2305.86,67345526.0
2012-04-11,2286.72,2319.05,2280.03,2308.93,75130070.0
2012-04-12,2310.48,2351.05,2307.84,2350.86,97687895.0
2012-04-13,2351.51,2369.7,2346.94,2359.16,98774414.0
2012-04-16,2346.31,2364.11,2342.2,2357.03,85322682.0
2012-04-17,2355.37,2363.01,2333.34,2334.99,84688445.0
2012-04-18,2341.14,2383.64,2337.86,2380.85,108612544.0
2012-04-19,2378.63,2386.98,2369.46,2378.63,94272421.0
2012-04-20,2374.66,2407.29,2372.13,2406.86,115522062.0
2012-04-23,2403.52,2411.51,2383.07,2388.59,122907558.0
2012-04-24,2380.24,2415.75,2350.4,2388.83,133722354.0
2012-04-25,2382.21,2411.42,2376.63,2406.81,130972867.0
2012-04-26,2408.56,2414.75,2393.26,2404.7,115529587.0
2012-04-27,2402.43,2408.42,2393.87,2396.32,91228350.0
2012-05-02,2421.08,2446.35,2407.79,2438.44,128006006.0
2012-05-03,2433.59,2441.95,2427.73,2440.08,102248493.0
2012-05-04,2437.47,2453.73,2427.97,2452.01,102204871.0
2012-05-07,2441.76,2451.95,2432.74,2451.95,108830107.0
2012-05-08,2451.57,2451.6,2431.02,2448.88,104855537.0
2012-05-09,2432.47,2432.47,2407.51,2408.59,97902212.0
2012-05-10,2409.95,2419.12,2402.2,2410.23,81698471.0
2012-05-11,2406.07,2415.98,2393.38,2394.98,74863995.0
2012-05-14,2408.26,2411.27,2377.98,2380.73,90526339.0
2012-05-15,2367.08,2376.59,2354.61,2374.84,77922916.0
2012-05-16,2369.29,2372.03,2344.5,2346.19,76733829.0
2012-05-17,2347.18,2383.31,2342.35,2378.89,86870030.0
2012-05-18,2364.9,2369.6,2338.24,2344.52,89689419.0
2012-05-21,2343.58,2360.39,2330.32,2348.3,74840341.0
2012-05-22,2355.73,2374.06,2354.87,2373.31,76779780.0
2012-05-23,2369.26,2378.08,2350.55,2363.44,84216580.0
2012-05-24,2359.68,2373.06,2344.58,2350.97,79206805.0
2012-05-25,2350.54,2355.81,2327.41,2333.55,74019252.0
2012-05-28,2325.32,2361.74,2309.07,2361.37,94962105.0
2012-05-29,2361.0,2393.28,2358.37,2389.64,117157725.0
2012-05-30,2385.39,2391.69,2378.13,2384.67,89809793.0
2012-05-31,2370.01,2382.99,2362.31,2372.23,77890228.0
2012-06-01,2373.22,2388.09,2365.44,2373.44,77021923.0
2012-06-04,2346.98,2348.2,2308.23,2308.55,90179347.0
2012-06-05,2313.74,2323.3,2304.05,2311.92,66078528.0
2012-06-06,2315.56,2323.11,2301.03,2309.55,58532028.0
2012-06-07,2324.67,2328.67,2288.67,2293.13,60232048.0
2012-06-08,2306.22,2306.88,2276.71,2281.45,67924641.0
2012-06-11,2282.89,2311.77,2278.16,2305.86,64197967.0
2012-06-12,2295.07,2298.95,2280.95,2289.79,59941982.0
2012-06-13,2289.71,2319.71,2284.65,2318.92,78454349.0
2012-06-14,2306.78,2314.58,2293.06,2295.95,71633722.0
2012-06-15,2299.78,2314.24,2283.4,2306.85,68687579.0
2012-06-18,2313.53,2325.05,2309.71,2316.05,60594622.0
2012-06-19,2313.46,2313.46,2298.39,2300.79,60135905.0
2012-06-20,2300.41,2304.46,2291.54,2292.88,54103955.0
2012-06-21,2288.45,2288.45,2253.79,2260.88,58992012.0
2012-06-25,2253.51,2253.51,2223.05,2224.11,59768952.0
2012-06-26,2214.65,2229.24,2203.94,2222.07,52940798.0
2012-06-27,2219.94,2233.54,2213.32,2216.93,51049128.0
2012-06-28,2220.24,2224.16,2195.36,2195.84,54182183.0
2012-06-29,2190.58,2226.49,2188.72,2225.43,61441886.0
2012-07-02,2234.32,2234.87,2215.36,2226.11,62196207.0
2012-07-03,2225.57,2244.83,2219.05,2229.19,62703021.0
2012-07-04,2233.33,2239.27,2219.45,2227.31,55273656.0
2012-07-05,2218.22,2218.22,2192.65,2201.35,57967934.0
2012-07-06,2203.73,2227.47,2185.52,2223.58,76557917.0
2012-07-09,2210.71,2216.7,2168.61,2170.81,75111472.0
2012-07-10,2166.95,2178.2,2156.73,2164.44,58993972.0
2012-07-11,2160.02,2176.49,2156.6,2175.38,58614472.0
2012-07-12,2172.06,2197.04,2152.68,2185.49,82133762.0
2012-07-13,2180.17,2198.66,2177.92,2185.9,57546838.0
2012-07-16,2187.89,2188.06,2146.15,2147.96,67487681.0
2012-07-17,2142.43,2165.33,2141.48,2161.19,55184408.0
2012-07-18,2159.86,2170.3,2138.79,2169.1,66552659.0
2012-07-19,2164.27,2197.79,2159.94,2184.84,79338049.0
2012-07-20,2180.01,2185.73,2162.06,2168.64,64346672.0
2012-07-23,2154.17,2154.17,2135.56,2141.4,55677081.0
2012-07-24,2132.32,2158.95,2131.01,2146.59,54411286.0
2012-07-25,2141.04,2151.45,2132.83,2136.15,48575894.0
2012-07-26,2134.99,2147.66,2124.16,2126.0,52884076.0
2012-07-27,2132.01,2139.15,2120.63,2128.76,52076920.0
2012-07-30,2128.16,2137.74,2107.63,2109.91,51992383.0
2012-07-31,2109.32,2116.9,2100.25,2103.63,53456097.0
2012-08-01,2101.72,2130.71,2101.71,2123.36,53804602.0
2012-08-02,2120.15,2126.46,2103.5,2111.18,53467539.0
2012-08-03,2113.96,2133.27,2108.33,2132.8,53371329.0
2012-08-06,2129.15,2158.68,2127.26,2154.92,71843204.0
2012-08-07,2153.09,2159.68,2148.9,2157.62,75049798.0
2012-08-08,2158.98,2168.73,2153.02,2160.99,72869536.0
2012-08-09,2159.43,2175.54,2148.69,2174.1,72529246.0
2012-08-10,2172.96,2176.79,2165.28,2168.81,68368559.0
2012-08-13,2164.04,2164.04,2134.55,2136.08,71352322.0
2012-08-14,2137.05,2144.01,2119.25,2142.52,67571589.0
2012-08-15,2138.28,2139.14,2118.5,2118.95,54609394.0
2012-08-16,2116.08,2122.68,2109.66,2112.2,45173009.0
2012-08-17,2111.65,2120.71,2100.79,2114.89,44390634.0
2012-08-20,2102.23,2110.78,2089.02,2106.96,46717499.0
2012-08-21,2106.38,2124.2,2103.07,2118.27,60756505.0
2012-08-22,2118.88,2121.15,2097.6,2107.71,58441412.0
2012-08-23,2106.96,2118.74,2097.08,2113.07,58472299.0
2012-08-24,2108.36,2109.82,2089.22,2092.1,60178948.0
2012-08-27,2085.37,2085.37,2055.38,2055.71,60314833.0
2012-08-28,2054.97,2083.96,2052.49,2073.15,54422104.0
2012-08-29,2066.82,2073.95,2051.77,2053.24,52209808.0
2012-08-30,2044.03,2060.19,2032.54,2052.58,61963792.0
2012-08-31,2046.29,2059.3,2044.65,2047.52,46143904.0
2012-09-03,2044.82,2066.78,2041.16,2059.15,60635498.0
2012-09-04,2060.61,2063.82,2039.27,2043.65,57462184.0
2012-09-05,2038.87,2048.32,2029.05,2037.68,57649803.0
2012-09-06,2040.67,2052.95,2036.37,2051.92,56091817.0
2012-09-07,2062.99,2145.0,2062.99,2127.76,139932624.0
2012-09-10,2128.06,2140.17,2120.49,2134.89,103580026.0
2012-09-11,2127.52,2127.52,2107.22,2120.55,80426638.0
2012-09-12,2129.69,2137.89,2109.14,2126.55,84114742.0
2012-09-13,2123.84,2130.08,2110.0,2110.38,79044972.0
2012-09-14,2127.39,2136.23,2111.12,2123.85,91248271.0
2012-09-17,2120.62,2121.58,2077.48,2078.5,76392233.0
2012-09-18,2069.34,2074.76,2053.66,2059.54,53794850.0
2012-09-19,2061.06,2069.95,2055.2,2067.83,52243629.0
2012-09-20,2060.31,2060.31,2023.08,2024.84,67482659.0
2012-09-21,2020.55,2041.95,2018.26,2026.69,60289456.0
2012-09-24,2015.77,2040.85,2005.26,2033.19,57637779.0
2012-09-25,2028.63,2039.1,2021.81,2029.29,48219408.0
2012-09-26,2027.85,2033.04,1999.48,2004.17,50400828.0
2012-09-27,2003.1,2068.07,2002.32,2056.32,76691457.0
2012-09-28,2042.89,2089.63,2040.35,2086.17,79448952.0
2012-10-08,2084.85,2096.26,2063.09,2074.42,55131612.0
2012-10-09,2081.59,2119.34,2081.59,2115.23,84563788.0
2012-10-10,2111.59,2121.99,2102.53,2119.94,78912035.0
2012-10-11,2114.23,2117.84,2101.14,2102.87,74497029.0
2012-10-12,2109.07,2127.31,2092.51,2104.93,68262972.0
2012-10-15,2105.02,2107.2,2085.11,2098.7,53940751.0
2012-10-16,2097.05,2111.78,2089.7,2098.81,57818438.0
2012-10-17,2104.28,2113.16,2088.04,2105.62,59874065.0
2012-10-18,2108.5,2137.69,2107.49,2131.69,87191092.0
2012-10-19,2129.82,2136.87,2125.74,2128.3,67641279.0
2012-10-22,2118.52,2138.03,2112.75,2132.76,60117222.0
2012-10-23,2132.11,2136.22,2111.92,2114.45,72683806.0
2012-10-24,2106.83,2124.0,2104.67,2115.99,72886618.0
2012-10-25,2114.76,2128.74,2100.61,2101.58,85393109.0
2012-10-26,2100.1,2102.16,2058.06,2066.21,78606435.0
2012-10-29,2061.85,2068.24,2053.09,2058.94,53635009.0
2012-10-30,2059.2,2075.91,2054.26,2062.35,60569092.0
2012-10-31,2061.12,2070.48,2053.58,2068.88,59527234.0
2012-11-01,2070.02,2109.5,2069.95,2104.43,82886670.0
2012-11-02,2105.45,2119.22,2096.53,2117.05,76557220.0
2012-11-05,2113.33,2123.33,2104.58,2114.03,71538762.0
2012-11-06,2113.66,2114.79,2078.47,2106.0,71343850.0
2012-11-07,2102.42,2112.63,2093.29,2105.73,59380128.0
2012-11-08,2091.25,2092.56,2070.65,2071.51,66594561.0
2012-11-09,2066.5,2077.23,2062.42,2069.07,54223460.0
2012-11-12,2069.21,2079.57,2061.84,2079.27,56694855.0
2012-11-13,2078.13,2078.13,2044.04,2047.89,61087293.0
2012-11-14,2047.26,2056.49,2040.17,2055.42,48093000.0
2012-11-15,2045.46,2053.56,2029.87,2030.29,50556857.0
