Date Time,Open,High,Low,Close,Volume
2012-01-04,2361.5,2365.99,2298.3,2298.75,34344567.0
2012-01-05,2290.78,2316.66,2272.15,2276.39,43016480.0
2012-01-06,2274.35,2291.89,2254.57,2290.6,35198992.0
2012-01-09,2291.18,2368.89,2271.72,2368.57,54727341.0
2012-01-10,2365.77,2449.96,2361.28,2447.35,81154989.0
2012-01-11,2444.76,2453.15,2423.32,2435.61,58705674.0
2012-01-12,2426.82,2464.38,2423.32,2435.22,47121275.0
2012-01-13,2438.41,2445.79,2374.54,2394.33,45513997.0
2012-01-16,2376.95,2394.5,2345.63,2345.65,30527145.0
2012-01-17,2347.57,2462.43,2329.25,2460.6,64205648.0
2012-01-18,2464.92,2485.5,2414.53,2422.19,63892358.0
2012-01-19,2423.86,2480.21,2414.99,2468.35,55615726.0
2012-01-20,2476.73,2510.34,2462.59,2504.09,54529783.0
2012-01-30,2508.88,2508.88,2460.4,2460.72,43517148.0
2012-01-31,2462.34,2472.84,2447.77,2464.26,30701501.0
2012-02-01,2458.23,2481.66,2423.45,2428.99,35015374.0
2012-02-02,2437.47,2486.24,2429.71,2486.24,42066985.0
2012-02-03,2478.34,2514.65,2470.28,2506.09,49949240.0
2012-02-06,2511.17,2520.76,2488.71,2504.32,45079905.0
2012-02-07,2489.03,2489.03,2441.7,2457.95,39679164.0
2012-02-08,2456.42,2534.16,2451.0,2528.24,56186456.0
2012-02-09,2525.59,2546.02,2513.13,2529.23,59299751.0
2012-02-10,2521.68,2560.03,2521.16,2533.62,61575877.0
2012-02-13,2504.41,2553.45,2496.3,2531.98,51913973.0
2012-02-14,2528.97,2533.26,2506.54,2522.11,40430101.0
2012-02-15,2515.83,2562.07,2511.29,2549.61,58090370.0
2012-02-16,2544.64,2559.34,2519.04,2536.07,54395431.0
2012-02-17,2551.81,2558.34,2522.86,2537.09,38994716.0
2012-02-20,2571.91,2574.75,2539.9,2540.71,56153329.0
2012-02-21,2544.83,2562.91,2520.79,2562.45,47894808.0
2012-02-22,2564.31,2598.86,2560.34,2597.48,76376656.0
2012-02-23,2595.78,2614.54,2590.52,2606.26,70377126.0
2012-02-24,2607.34,2648.02,2602.78,2648.02,85999708.0
2012-02-27,2658.12,2693.84,2656.57,2656.57,101514034.0
2012-02-28,2652.34,2671.83,2641.46,2662.46,77592536.0
2012-02-29,2655.86,2666.65,2631.78,2634.14,59120206.0
2012-03-01,2622.74,2647.78,2621.86,2633.34,42148441.0
2012-03-02,2637.96,2679.93,2637.96,2679.93,64122034.0
2012-03-05,2687.74,2694.61,2660.96,2662.7,71395458.0
2012-03-06,2654.8,2657.96,2615.6,2621.05,62447148.0
2012-03-07,2596.48,2628.58,2594.13,2603.0,56948733.0
2012-03-08,2612.4,2645.95,2612.4,2635.79,57549413.0
2012-03-09,2644.1,2664.41,2631.41,2664.3,55258921.0
2012-03-12,2663.24,2666.43,2636.42,2654.4,62327216.0
2012-03-13,2653.68,2681.33,2649.17,2681.07,58404469.0
2012-03-14,2694.48,2705.75,2595.34,2605.11,108426540.0
2012-03-15,2602.66,2618.25,2575.44,2585.55,72565960.0
2012-03-16,2591.8,2624.32,2577.25,2623.52,58091259.0
2012-03-19,2617.66,2631.04,2598.63,2630.01,57646625.0
2012-03-20,2622.66,2622.66,2584.02,2584.45,58114065.0
2012-03-21,2597.38,2613.27,2569.07,2587.79,58002544.0
2012-03-22,2586.94,2599.24,2570.45,2583.75,44926777.0
2012-03-23,2575.33,2578.82,2544.52,2552.94,43329256.0
2012-03-26,2551.43,2562.93,2540.7,2555.44,31816211.0
2012-03-27,2565.55,2571.9,2544.37,2547.14,35944604.0
2012-03-28,2538.46,2540.42,2471.03,2474.9,50005790.0
2012-03-29,2463.69,2476.48,2429.73,2443.12,46131304.0
2012-03-30,2447.94,2461.98,2438.49,2454.9,37027086.0
2012-04-05,2449.21,2517.39,2441.27,2512.83,54331687.0
2012-04-06,2509.45,2525.53,2502.7,2519.83,42368576.0
2012-04-09,2510.53,2518.38,2491.59,2495.15,35370986.0
2012-04-10,2490.28,2519.81,2459.35,2519.79,41335905.0
2012-04-11,2494.52,2541.13,2489.32,2520.04,42510310.0
2012-04-12,2522.83,2570.84,2516.57,2570.44,56488409.0
